b
9,2702570S,32394,129576008,517,0,0
9,2500,1,,
S,34314,137256008,514,0,0
S,34315,137260008,514,0,0
S,34316,137264008,514,0,0
S,34317,137268008,514,0,0
S,34318,137272012,514,0,0
S,34319,137276008,514,0,0
S,34320,137280008,514,0,0
S,34321,137284008,514,0,0
S,34322,137288008,514,0,0
S,34323,137292008,514,0,0
S,34324,137296008,514,0,0
S,34325,137300008,515,0,0
S,34326,137304008,515,0,0
S,34327,137308012,515,0,0
S,34328,137312008,515,0,0
S,34329,137316008,515,0,0
S,34330,137320008,515,0,0
S,34331,137324012,515,0,0
S,34332,137328008,515,0,0
S,34333,137332012,515,0,0
S,34334,137336008,515,0,0
S,34335,137340008,515,0,0
S,34336,137344008,518,0,0
S,34337,137348008,522,0,0
S,34338,137352008,526,0,0
S,34339,137356008,529,0,0
S,34340,137360008,533,0,0
S,34341,137364008,537,0,0
S,34342,137368012,541,0,0
S,34343,137372008,541,0,0
S,34344,137376008,537,0,0
S,34345,137380008,533,0,0
S,34346,137384008,529,0,0
S,34347,137388008,526,0,0
S,34348,137392008,522,0,0
S,34349,137396008,518,0,0
S,34350,137400008,516,0,0
S,34351,137404008,516,0,0
S,34352,137408008,516,0,0
S,34353,137412012,516,0,0
S,34354,137416008,516,0,0
S,34355,137420008,516,0,0
S,34356,137424008,516,0,0
S,34357,137428008,516,0,0
S,34358,137432008,516,0,0
S,34359,137436008,516,0,0
S,34360,137440012,509,0,0
S,34361,137444008,494,0,0
S,34362,137448008,479,0,0
S,34363,137452008,479,0,0
S,34364,137456008,494,0,0
S,34365,137460008,509,0,0
S,34366,137464008,516,0,0
S,34367,137468008,516,0,0
S,34368,137472008,601,0,0
S,34369,137476008,686,0,0
S,34370,137480012,770,0,0
S,34371,137484008,686,0,0
S,34372,137488012,600,0,0
S,34373,137492008,516,0,0
S,34374,137496008,516,0,0
S,34375,137500008,501,0,0
S,34376,137504008,485,0,0
S,34377,137508008,469,0,0
S,34378,137512012,453,0,0
S,34379,137516008,469,0,0
S,34380,137520008,485,0,0
S,34381,137524008,501,0,0
S,34382,137528008,517,0,0
S,34383,137532008,517,0,0
S,34384,137536008,517,0,0
S,34385,137540008,517,0,0
S,34386,137544008,517,0,0
S,34387,137548008,517,0,0
S,34388,137552008,517,0,0
S,34389,137556008,517,0,0
S,34390,137560008,517,0,0
S,34391,137564008,517,0,0
S,34392,137568008,520,0,0
S,34393,137572008,526,0,0
S,34394,137576008,531,0,0
S,34395,137580008,536,0,0
S,34396,137584008,541,0,0
S,34397,137588008,547,0,0
S,34398,137592008,552,0,0
S,34399,137596008,557,0,0
S,34400,137600012,563,0,0
S,34401,137604008,569,0,0
S,34402,137608008,574,0,0
S,34403,137612008,579,0,0
S,34404,137616012,584,0,0
S,34405,137620008,589,0,0
S,34406,137624008,595,0,0
S,34407,137628008,600,0,0
S,34408,137632008,600,0,0
S,34409,137636008,595,0,0
S,34410,137640012,589,0,0
S,34411,137644008,584,0,0
S,34412,137648008,579,0,0
S,34413,137652008,574,0,0
S,34414,137656008,569,0,0
S,34415,137660008,563,0,0
S,34416,137664008,558,0,0
S,34417,137668008,553,0,0
S,34418,137672008,548,0,0
S,34419,137676008,542,0,0
S,34420,137680008,537,0,0
S,34421,137684008,532,0,0
S,34422,137688008,527,0,0
S,34423,137692012,521,0,0
S,34424,137696008,518,0,0
S,34425,137700008,519,0,0
S,34426,137704008,519,0,0
S,34427,137708008,519,0,0
S,34428,137712008,519,0,0
S,34429,137716008,519,0,0
S,34430,137720008,519,0,0
S,34431,137724008,519,0,0
S,34432,137728008,519,0,0
S,34433,137732008,519,0,0
S,34434,137736008,519,0,0
S,34435,137740008,519,0,0
S,34436,137744008,519,0,0
S,34437,137748008,519,0,0
S,34438,137752008,519,0,0
S,34439,137756008,519,0,0
S,34440,137760012,519,0,0
S,34441,137764008,519,0,0
S,34442,137768008,519,0,0
S,34443,137772008,519,0,0
S,34444,137776008,519,0,0
S,34445,137780008,519,0,0
S,34446,137784012,519,0,0
S,34447,137788008,519,0,0
S,34448,137792012,519,0,0
S,34449,137796012,519,0,0
S,34450,137800008,520,0,0
S,34451,137804008,520,0,0
S,34452,137808008,520,0,0
S,34453,137812008,520,0,0
S,34454,137816008,520,0,0
S,34455,137820008,520,0,0
S,34456,137824008,523,0,0
S,34457,137828008,527,0,0
S,34458,137832008,531,0,0
S,34459,137836008,534,0,0
S,34460,137840008,538,0,0
S,34461,137844008,542,0,0
S,34462,137848008,546,0,0
S,34463,137852008,546,0,0
S,34464,137856008,542,0,0
S,34465,137860012,538,0,0
S,34466,137864008,534,0,0
S,34467,137868008,531,0,0
S,34468,137872008,527,0,0
S,34469,137876008,523,0,0
S,34470,137880008,520,0,0
S,34471,137884012,520,0,0
S,34472,137888008,520,0,0
S,34473,137892008,520,0,0
S,34474,137896012,520,0,0
S,34475,137900008,521,0,0
S,34476,137904012,521,0,0
S,34477,137908008,521,0,0
S,34478,137912008,521,0,0
S,34479,137916012,521,0,0
S,34480,137920008,514,0,0
S,34481,137924008,499,0,0
S,34482,137928012,484,0,0
S,34483,137932008,484,0,0
S,34484,137936008,499,0,0
S,34485,137940008,514,0,0
S,34486,137944008,521,0,0
S,34487,137948008,521,0,0
S,34488,137952008,606,0,0
S,34489,137956008,691,0,0
S,34490,137960012,775,0,0
S,34491,137964008,691,0,0
S,34492,137968008,606,0,0
S,34493,137972008,521,0,0
S,34494,137976012,521,0,0
S,34495,137980012,505,0,0
S,34496,137984008,489,0,0
S,34497,137988008,473,0,0
S,34498,137992008,456,0,0
S,34499,137996008,473,0,0
S,34500,138000008,490,0,0
S,34501,138004008,506,0,0
S,34502,138008008,522,0,0
S,34503,138012008,522,0,0
S,34504,138016008,522,0,0
S,34505,138020012,522,0,0
S,34506,138024008,522,0,0
S,34507,138028008,522,0,0
S,34508,138032008,522,0,0
S,34509,138036008,522,0,0
S,34510,138040008,522,0,0
S,34511,138044012,522,0,0
S,34512,138048008,525,0,0
S,34513,138052008,531,0,0
S,34514,138056012,536,0,0
S,34515,138060008,541,0,0
S,34516,138064008,546,0,0
S,34517,138068008,552,0,0
S,34518,138072008,557,0,0
S,34519,138076008,562,0,0
S,34520,138080008,567,0,0
S,34521,138084008,573,0,0
S,34522,138088008,578,0,0
S,34523,138092008,583,0,0
S,34524,138096008,588,0,0
S,34525,138100008,592,0,0
S,34526,138104008,598,0,0
S,34527,138108008,603,0,0
S,34528,138112008,603,0,0
S,34529,138116008,598,0,0
S,34530,138120008,592,0,0
S,34531,138124008,587,0,0
S,34532,138128008,582,0,0
S,34533,138132008,577,0,0
S,34534,138136008,572,0,0
S,34535,138140008,566,0,0
S,34536,138144008,561,0,0
S,34537,138148008,556,0,0
S,34538,138152008,551,0,0
S,34539,138156008,545,0,0
S,34540,138160008,540,0,0
S,34541,138164008,535,0,0
S,34542,138168008,530,0,0
S,34543,138172008,524,0,0
S,34544,138176008,521,0,0
S,34545,138180008,521,0,0
S,34546,138184012,521,0,0
S,34547,138188008,521,0,0
S,34548,138192012,521,0,0
S,34549,138196012,521,0,0
S,34550,138200008,520,0,0
S,34551,138204008,520,0,0
S,34552,138208008,520,0,0
S,34553,138212012,520,0,0
S,34554,138216008,520,0,0
S,34555,138220012,520,0,0
S,34556,138224008,520,0,0
S,34557,138228008,520,0,0
S,34558,138232008,520,0,0
S,34559,138236008,520,0,0
S,34560,138240008,520,0,0
S,34561,138244008,520,0,0
S,34562,138248008,520,0,0
S,34563,138252008,520,0,0
S,34564,138256008,520,0,0
S,34565,138260008,520,0,0
S,34566,138264008,520,0,0
S,34567,138268008,520,0,0
S,34568,138272008,520,0,0
S,34569,138276008,520,0,0
S,34570,138280008,520,0,0
S,34571,138284008,520,0,0
S,34572,138288008,520,0,0
S,34573,138292008,520,0,0
S,34574,138296008,520,0,0
S,34575,138300008,519,0,0
S,34576,138304008,522,0,0
S,34577,138308008,526,0,0
S,34578,138312012,530,0,0
S,34579,138316012,533,0,0
S,34580,138320008,537,0,0
S,34581,138324008,541,0,0
S,34582,138328012,545,0,0
S,34583,138332008,545,0,0
S,34584,138336008,541,0,0
S,34585,138340008,537,0,0
S,34586,138344008,533,0,0
S,34587,138348008,530,0,0
S,34588,138352008,526,0,0
S,34589,138356008,522,0,0
S,34590,138360008,519,0,0
S,34591,138364008,519,0,0
S,34592,138368008,519,0,0
S,34593,138372008,519,0,0
S,34594,138376008,519,0,0
S,34595,138380008,519,0,0
S,34596,138384008,519,0,0
S,34597,138388008,519,0,0
S,34598,138392008,519,0,0
S,34599,138396012,519,0,0
S,34600,138400008,511,0,0
S,34601,138404008,496,0,0
S,34602,138408008,481,0,0
S,34603,138412012,481,0,0
S,34604,138416008,496,0,0
S,34605,138420008,511,0,0
S,34606,138424008,518,0,0
S,34607,138428008,518,0,0
S,34608,138432008,603,0,0
S,34609,138436008,688,0,0
S,34610,138440008,773,0,0
S,34611,138444008,688,0,0
S,34612,138448008,603,0,0
S,34613,138452008,518,0,0
S,34614,138456008,518,0,0
S,34615,138460008,502,0,0
S,34616,138464008,486,0,0
S,34617,138468008,470,0,0
S,34618,138472008,453,0,0
S,34619,138476008,470,0,0
S,34620,138480012,486,0,0
S,34621,138484012,502,0,0
S,34622,138488008,518,0,0
S,34623,138492008,518,0,0
S,34624,138496008,518,0,0
S,34625,138500008,517,0,0
S,34626,138504012,517,0,0
S,34627,138508008,517,0,0
S,34628,138512008,517,0,0
S,34629,138516008,517,0,0
S,34630,138520008,517,0,0
S,34631,138524008,517,0,0
S,34632,138528012,520,0,0
S,34633,138532008,526,0,0
S,34634,138536008,531,0,0
S,34635,138540008,536,0,0
S,34636,138544008,541,0,0
S,34637,138548012,547,0,0
S,34638,138552008,552,0,0
S,34639,138556012,557,0,0
S,34640,138560012,562,0,0
S,34641,138564008,568,0,0
S,34642,138568008,573,0,0
S,34643,138572008,578,0,0
S,34644,138576008,583,0,0
S,34645,138580008,588,0,0
S,34646,138584012,594,0,0
S,34647,138588012,599,0,0
S,34648,138592012,599,0,0
S,34649,138596008,594,0,0
S,34650,138600008,587,0,0
S,34651,138604008,582,0,0
S,34652,138608008,577,0,0
S,34653,138612012,572,0,0
S,34654,138616008,567,0,0
S,34655,138620008,561,0,0
S,34656,138624008,556,0,0
S,34657,138628008,551,0,0
S,34658,138632008,546,0,0
S,34659,138636008,540,0,0
S,34660,138640008,535,0,0
S,34661,138644008,530,0,0
S,34662,138648008,525,0,0
S,34663,138652012,519,0,0
S,34664,138656008,516,0,0
S,34665,138660008,516,0,0
S,34666,138664012,516,0,0
S,34667,138668008,516,0,0
S,34668,138672008,516,0,0
S,34669,138676008,516,0,0
S,34670,138680008,516,0,0
S,34671,138684008,516,0,0
S,34672,138688008,516,0,0
S,34673,138692008,516,0,0
S,34674,138696008,516,0,0
S,34675,138700008,515,0,0
S,34676,138704008,515,0,0
S,34677,138708008,515,0,0
S,34678,138712008,515,0,0
S,34679,138716008,515,0,0
S,34680,138720008,515,0,0
S,34681,138724008,515,0,0
S,34682,138728008,515,0,0
S,34683,138732008,515,0,0
S,34684,138736012,515,0,0
S,34685,138740008,515,0,0
S,34686,138744008,515,0,0
S,34687,138748008,515,0,0
S,34688,138752008,515,0,0
S,34689,138756008,515,0,0
S,34690,138760008,515,0,0
S,34691,138764008,515,0,0
S,34692,138768008,515,0,0
S,34693,138772008,515,0,0
S,34694,138776008,515,0,0
S,34695,138780008,515,0,0
S,34696,138784012,518,0,0
S,34697,138788012,522,0,0
S,34698,138792008,526,0,0
S,34699,138796008,529,0,0
S,34700,138800012,532,0,0
S,34701,138804008,536,0,0
S,34702,138808008,540,0,0
S,34703,138812008,540,0,0
S,34704,138816008,536,0,0
S,34705,138820008,532,0,0
S,34706,138824008,528,0,0
S,34707,138828008,525,0,0
S,34708,138832008,521,0,0
S,34709,138836008,517,0,0
S,34710,138840012,514,0,0
S,34711,138844008,514,0,0
S,34712,138848008,514,0,0
S,34713,138852008,514,0,0
S,34714,138856008,514,0,0
S,34715,138860012,514,0,0
S,34716,138864008,514,0,0
S,34717,138868008,514,0,0
S,34718,138872008,514,0,0
S,34719,138876008,514,0,0
S,34720,138880008,507,0,0
S,34721,138884008,492,0,0
S,34722,138888008,477,0,0
S,34723,138892012,477,0,0
S,34724,138896008,492,0,0
S,34725,138900012,506,0,0
S,34726,138904008,513,0,0
S,34727,138908008,513,0,0
S,34728,138912008,598,0,0
S,34729,138916008,683,0,0
S,34730,138920008,768,0,0
S,34731,138924012,682,0,0
S,34732,138928008,598,0,0
S,34733,138932008,513,0,0
S,34734,138936008,513,0,0
S,34735,138940012,497,0,0
S,34736,138944008,481,0,0
S,34737,138948008,465,0,0
S,34738,138952008,448,0,0
S,34739,138956008,465,0,0
S,34740,138960008,481,0,0
S,34741,138964008,497,0,0
S,34742,138968008,513,0,0
S,34743,138972008,513,0,0
S,34744,138976008,513,0,0
S,34745,138980008,513,0,0
S,34746,138984008,513,0,0
S,34747,138988008,513,0,0
S,34748,138992008,513,0,0
S,34749,138996008,513,0,0
S,34750,139000008,512,0,0
S,34751,139004008,512,0,0
S,34752,139008008,515,0,0
S,34753,139012008,521,0,0
S,34754,139016008,526,0,0
S,34755,139020008,531,0,0
S,34756,139024008,536,0,0
S,34757,139028012,542,0,0
S,34758,139032012,547,0,0
S,34759,139036012,552,0,0
S,34760,139040008,557,0,0
S,34761,139044012,563,0,0
S,34762,139048012,568,0,0
S,34763,139052008,573,0,0
S,34764,139056008,578,0,0
S,34765,139060008,583,0,0
S,34766,139064008,589,0,0
S,34767,139068008,594,0,0
S,34768,139072008,594,0,0
S,34769,139076008,589,0,0
S,34770,139080008,583,0,0
S,34771,139084008,578,0,0
S,34772,139088008,573,0,0
S,34773,139092008,568,0,0
S,34774,139096012,562,0,0
S,34775,139100008,556,0,0
S,34776,139104008,551,0,0
S,34777,139108008,546,0,0
S,34778,139112008,541,0,0
S,34779,139116008,535,0,0
S,34780,139120008,530,0,0
S,34781,139124008,525,0,0
S,34782,139128008,520,0,0
S,34783,139132008,514,0,0
S,34784,139136012,511,0,0
S,34785,139140008,511,0,0
S,34786,139144008,511,0,0
S,34787,139148008,511,0,0
S,34788,139152008,511,0,0
S,34789,139156008,511,0,0
S,34790,139160008,511,0,0
S,34791,139164008,511,0,0
S,34792,139168008,511,0,0
S,34793,139172008,511,0,0
S,34794,139176008,511,0,0
S,34795,139180008,511,0,0
S,34796,139184008,511,0,0
S,34797,139188008,511,0,0
S,34798,139192012,511,0,0
S,34799,139196008,511,0,0
S,34800,139200008,510,0,0
S,34801,139204008,510,0,0
S,34802,139208008,510,0,0
S,34803,139212008,510,0,0
S,34804,139216008,510,0,0
S,34805,139220008,510,0,0
S,34806,139224008,510,0,0
S,34807,139228008,510,0,0
S,34808,139232008,510,0,0
S,34809,139236008,510,0,0
S,34810,139240008,510,0,0
S,34811,139244008,510,0,0
S,34812,139248012,510,0,0
S,34813,139252008,510,0,0
S,34814,139256008,510,0,0
S,34815,139260008,510,0,0
S,34816,139264008,513,0,0
S,34817,139268008,517,0,0
S,34818,139272008,521,0,0
S,34819,139276008,524,0,0
S,34820,139280008,528,0,0
S,34821,139284008,532,0,0
S,34822,139288008,536,0,0
S,34823,139292008,536,0,0
S,34824,139296008,532,0,0
S,34825,139300008,527,0,0
S,34826,139304008,523,0,0
S,34827,139308012,520,0,0
S,34828,139312008,516,0,0
S,34829,139316008,512,0,0
S,34830,139320008,509,0,0
S,34831,139324008,509,0,0
S,34832,139328008,509,0,0
S,34833,139332008,509,0,0
S,34834,139336008,509,0,0
S,34835,139340008,509,0,0
S,34836,139344012,509,0,0
S,34837,139348008,509,0,0
S,34838,139352008,509,0,0
S,34839,139356008,509,0,0
S,34840,139360008,502,0,0
S,34841,139364008,487,0,0
S,34842,139368012,472,0,0
S,34843,139372008,472,0,0
S,34844,139376008,487,0,0
S,34845,139380008,502,0,0
S,34846,139384008,509,0,0
S,34847,139388008,509,0,0
S,34848,139392008,594,0,0
S,34849,139396012,679,0,0
S,34850,139400008,763,0,0
S,34851,139404008,678,0,0
S,34852,139408008,593,0,0
S,34853,139412008,508,0,0
S,34854,139416008,508,0,0
S,34855,139420008,492,0,0
S,34856,139424008,476,0,0
S,34857,139428008,460,0,0
S,34858,139432008,443,0,0
S,34859,139436008,460,0,0
S,34860,139440008,476,0,0
S,34861,139444008,492,0,0
S,34862,139448008,508,0,0
S,34863,139452008,508,0,0
S,34864,139456008,508,0,0
S,34865,139460008,508,0,0
S,34866,139464008,508,0,0
S,34867,139468008,508,0,0
S,34868,139472008,508,0,0
S,34869,139476008,508,0,0
S,34870,139480012,508,0,0
S,34871,139484008,508,0,0
S,34872,139488008,511,0,0
S,34873,139492008,517,0,0
S,34874,139496008,522,0,0
S,34875,139500008,526,0,0
S,34876,139504008,531,0,0
S,34877,139508008,537,0,0
S,34878,139512008,542,0,0
S,34879,139516008,547,0,0
S,34880,139520008,552,0,0
S,34881,139524008,558,0,0
S,34882,139528008,563,0,0
S,34883,139532008,568,0,0
S,34884,139536008,573,0,0
S,34885,139540012,578,0,0
S,34886,139544012,584,0,0
S,34887,139548008,589,0,0
S,34888,139552008,589,0,0
S,34889,139556008,584,0,0
S,34890,139560008,578,0,0
S,34891,139564008,573,0,0
S,34892,139568008,568,0,0
S,34893,139572008,563,0,0
S,34894,139576008,558,0,0
S,34895,139580008,552,0,0
S,34896,139584008,547,0,0
S,34897,139588008,542,0,0
S,34898,139592012,537,0,0
S,34899,139596008,531,0,0
S,34900,139600008,525,0,0
S,34901,139604008,520,0,0
S,34902,139608008,515,0,0
S,34903,139612008,509,0,0
S,34904,139616012,506,0,0
S,34905,139620008,506,0,0
S,34906,139624008,506,0,0
S,34907,139628008,506,0,0
S,34908,139632008,506,0,0
S,34909,139636008,506,0,0
S,34910,139640008,506,0,0
S,34911,139644008,506,0,0
S,34912,139648008,506,0,0
S,34913,139652008,506,0,0
S,34914,139656008,506,0,0
S,34915,139660008,506,0,0
S,34916,139664008,506,0,0
S,34917,139668008,506,0,0
S,34918,139672008,506,0,0
S,34919,139676008,506,0,0
S,34920,139680008,506,0,0
S,34921,139684008,506,0,0
S,34922,139688008,506,0,0
S,34923,139692008,506,0,0
S,34924,139696008,506,0,0
S,34925,139700008,505,0,0
S,34926,139704008,505,0,0
S,34927,139708008,505,0,0
S,34928,139712008,505,0,0
S,34929,139716008,505,0,0
S,34930,139720012,505,0,0
S,34931,139724008,505,0,0
S,34932,139728008,505,0,0
S,34933,139732008,505,0,0
S,34934,139736012,505,0,0
S,34935,139740008,505,0,0
S,34936,139744012,508,0,0
S,34937,139748008,512,0,0
S,34938,139752008,516,0,0
S,34939,139756012,519,0,0
S,34940,139760008,523,0,0
S,34941,139764008,527,0,0
S,34942,139768008,531,0,0
S,34943,139772012,531,0,0
S,34944,139776008,527,0,0
S,34945,139780008,523,0,0
S,34946,139784008,519,0,0
S,34947,139788008,516,0,0
S,34948,139792008,512,0,0
S,34949,139796008,508,0,0
S,34950,139800008,504,0,0
S,34951,139804008,504,0,0
S,34952,139808008,504,0,0
S,34953,139812008,504,0,0
S,34954,139816008,504,0,0
S,34955,139820008,504,0,0
S,34956,139824008,504,0,0
S,34957,139828008,504,0,0
S,34958,139832012,504,0,0
S,34959,139836008,504,0,0
S,34960,139840012,497,0,0
S,34961,139844008,482,0,0
S,34962,139848008,467,0,0
S,34963,139852008,467,0,0
S,34964,139856008,482,0,0
S,34965,139860008,497,0,0
S,34966,139864008,504,0,0
S,34967,139868008,504,0,0
S,34968,139872008,589,0,0
S,34969,139876008,674,0,0
S,34970,139880008,759,0,0
S,34971,139884008,674,0,0
S,34972,139888008,589,0,0
S,34973,139892008,504,0,0
S,34974,139896008,504,0,0
S,34975,139900012,487,0,0
S,34976,139904008,471,0,0
S,34977,139908008,455,0,0
S,34978,139912008,438,0,0
S,34979,139916012,455,0,0
S,34980,139920012,471,0,0
S,34981,139924008,487,0,0
S,34982,139928012,503,0,0
S,34983,139932012,503,0,0
S,34984,139936012,503,0,0
S,34985,139940012,503,0,0
S,34986,139944012,503,0,0
S,34987,139948008,503,0,0
S,34988,139952008,503,0,0
S,34989,139956008,503,0,0
S,34990,139960008,503,0,0
S,34991,139964012,503,0,0
S,34992,139968008,506,0,0
S,34993,139972012,512,0,0
S,34994,139976008,517,0,0
S,34995,139980008,522,0,0
S,34996,139984008,527,0,0
S,34997,139988008,533,0,0
S,34998,139992008,538,0,0
S,34999,139996008,543,0,0
S,35000,140000008,547,0,0
S,35001,140004008,553,0,0
S,35002,140008012,558,0,0
S,35003,140012008,563,0,0
S,35004,140016008,568,0,0
S,35005,140020008,573,0,0
S,35006,140024008,579,0,0
S,35007,140028008,584,0,0
S,35008,140032008,584,0,0
S,35009,140036008,579,0,0
S,35010,140040008,573,0,0
S,35011,140044008,568,0,0
S,35012,140048008,563,0,0
S,35013,140052008,558,0,0
S,35014,140056008,553,0,0
S,35015,140060012,547,0,0
S,35016,140064008,542,0,0
S,35017,140068008,537,0,0
S,35018,140072008,532,0,0
S,35019,140076008,526,0,0
S,35020,140080008,521,0,0
S,35021,140084008,516,0,0
S,35022,140088008,511,0,0
S,35023,140092008,505,0,0
S,35024,140096008,502,0,0
S,35025,140100008,503,0,0
S,35026,140104008,503,0,0
S,35027,140108008,503,0,0
S,35028,140112008,503,0,0
S,35029,140116008,503,0,0
S,35030,140120008,503,0,0
S,35031,140124008,503,0,0
S,35032,140128008,503,0,0
S,35033,140132008,503,0,0
S,35034,140136012,503,0,0
S,35035,140140008,503,0,0
S,35036,140144008,503,0,0
S,35037,140148008,503,0,0
S,35038,140152008,503,0,0
S,35039,140156008,503,0,0
S,35040,140160008,503,0,0
S,35041,140164008,503,0,0
S,35042,140168008,503,0,0
S,35043,140172008,503,0,0
S,35044,140176008,503,0,0
S,35045,140180008,503,0,0
S,35046,140184008,503,0,0
S,35047,140188008,503,0,0
S,35048,140192008,503,0,0
S,35049,140196008,503,0,0
S,35050,140200008,504,0,0
S,35051,140204008,504,0,0
S,35052,140208012,504,0,0
S,35053,140212008,504,0,0
S,35054,140216008,504,0,0
S,35055,140220008,504,0,0
S,35056,140224012,507,0,0
S,35057,140228008,511,0,0
S,35058,140232008,515,0,0
S,35059,140236008,518,0,0
S,35060,140240008,522,0,0
S,35061,140244008,526,0,0
S,35062,140248012,530,0,0
S,35063,140252008,530,0,0
S,35064,140256008,526,0,0
S,35065,140260008,522,0,0
S,35066,140264008,518,0,0
S,35067,140268008,515,0,0
S,35068,140272008,511,0,0
S,35069,140276008,507,0,0
S,35070,140280008,504,0,0
S,35071,140284008,504,0,0
S,35072,140288008,504,0,0
S,35073,140292008,504,0,0
S,35074,140296012,504,0,0
S,35075,140300008,505,0,0
S,35076,140304008,505,0,0
S,35077,140308008,505,0,0
S,35078,140312008,505,0,0
S,35079,140316008,505,0,0
S,35080,140320008,498,0,0
S,35081,140324008,483,0,0
S,35082,140328012,468,0,0
S,35083,140332012,468,0,0
S,35084,140336012,483,0,0
S,35085,140340012,498,0,0
S,35086,140344012,505,0,0
S,35087,140348008,505,0,0
S,35088,140352008,590,0,0
S,35089,140356008,675,0,0
S,35090,140360008,760,0,0
S,35091,140364008,675,0,0
S,35092,140368012,589,0,0
S,35093,140372008,505,0,0
S,35094,140376008,505,0,0
S,35095,140380008,489,0,0
S,35096,140384008,473,0,0
S,35097,140388008,457,0,0
S,35098,140392012,441,0,0
S,35099,140396008,457,0,0
S,35100,140400012,474,0,0
S,35101,140404008,490,0,0
S,35102,140408008,506,0,0
S,35103,140412008,506,0,0
S,35104,140416008,506,0,0
S,35105,140420008,506,0,0
S,35106,140424012,506,0,0
S,35107,140428008,506,0,0
S,35108,140432012,506,0,0
S,35109,140436008,506,0,0
S,35110,140440008,506,0,0
S,35111,140444008,506,0,0
S,35112,140448008,509,0,0
S,35113,140452008,515,0,0
S,35114,140456008,520,0,0
S,35115,140460008,525,0,0
S,35116,140464012,530,0,0
S,35117,140468008,536,0,0
S,35118,140472008,541,0,0
S,35119,140476012,546,0,0
S,35120,140480008,551,0,0
S,35121,140484008,557,0,0
S,35122,140488008,562,0,0
S,35123,140492008,567,0,0
S,35124,140496008,572,0,0
S,35125,140500008,578,0,0
S,35126,140504008,584,0,0
S,35127,140508012,589,0,0
S,35128,140512008,589,0,0
S,35129,140516008,584,0,0
S,35130,140520008,578,0,0
S,35131,140524008,573,0,0
S,35132,140528008,568,0,0
S,35133,140532008,563,0,0
S,35134,140536008,558,0,0
S,35135,140540008,552,0,0
S,35136,140544008,547,0,0
S,35137,140548008,542,0,0
S,35138,140552008,537,0,0
S,35139,140556008,531,0,0
S,35140,140560008,526,0,0
S,35141,140564008,521,0,0
S,35142,140568008,516,0,0
S,35143,140572008,510,0,0
S,35144,140576008,507,0,0
S,35145,140580008,507,0,0
S,35146,140584008,507,0,0
S,35147,140588008,507,0,0
S,35148,140592008,507,0,0
S,35149,140596008,507,0,0
S,35150,140600008,508,0,0
S,35151,140604008,508,0,0
S,35152,140608008,508,0,0
S,35153,140612012,508,0,0
S,35154,140616008,508,0,0
S,35155,140620008,508,0,0
S,35156,140624008,508,0,0
S,35157,140628008,508,0,0
S,35158,140632008,508,0,0
S,35159,140636008,508,0,0
S,35160,140640008,508,0,0
S,35161,140644008,508,0,0
S,35162,140648008,508,0,0
S,35163,140652008,508,0,0
S,35164,140656012,508,0,0
S,35165,140660012,508,0,0
S,35166,140664008,508,0,0
S,35167,140668008,508,0,0
S,35168,140672008,508,0,0
S,35169,140676008,508,0,0
S,35170,140680008,508,0,0
S,35171,140684008,508,0,0
S,35172,140688008,508,0,0
S,35173,140692008,508,0,0
S,35174,140696008,508,0,0
S,35175,140700008,509,0,0
S,35176,140704008,512,0,0
S,35177,140708008,516,0,0
S,35178,140712008,520,0,0
S,35179,140716008,523,0,0
S,35180,140720008,527,0,0
S,35181,140724008,531,0,0
S,35182,140728008,535,0,0
S,35183,140732012,535,0,0
S,35184,140736008,531,0,0
S,35185,140740008,527,0,0
S,35186,140744008,523,0,0
S,35187,140748008,520,0,0
S,35188,140752008,516,0,0
S,35189,140756008,512,0,0
S,35190,140760008,509,0,0
S,35191,140764008,509,0,0
S,35192,140768008,509,0,0
S,35193,140772008,509,0,0
S,35194,140776008,509,0,0
S,35195,140780012,509,0,0
S,35196,140784012,509,0,0
S,35197,140788008,509,0,0
S,35198,140792008,509,0,0
S,35199,140796008,509,0,0
S,35200,140800012,503,0,0
S,35201,140804008,488,0,0
S,35202,140808008,473,0,0
S,35203,140812008,473,0,0
S,35204,140816008,488,0,0
S,35205,140820008,503,0,0
S,35206,140824008,510,0,0
S,35207,140828008,510,0,0
S,35208,140832008,595,0,0
S,35209,140836008,680,0,0
S,35210,140840008,765,0,0
S,35211,140844012,679,0,0
S,35212,140848008,595,0,0
S,35213,140852008,510,0,0
S,35214,140856008,510,0,0
S,35215,140860012,494,0,0
S,35216,140864008,478,0,0
S,35217,140868008,462,0,0
S,35218,140872012,446,0,0
S,35219,140876008,462,0,0
S,35220,140880008,478,0,0
S,35221,140884008,494,0,0
S,35222,140888008,510,0,0
S,35223,140892012,510,0,0
S,35224,140896008,510,0,0
S,35225,140900008,511,0,0
S,35226,140904008,511,0,0
S,35227,140908008,511,0,0
S,35228,140912008,511,0,0
S,35229,140916008,511,0,0
S,35230,140920008,511,0,0
S,35231,140924008,511,0,0
S,35232,140928008,514,0,0
S,35233,140932008,520,0,0
S,35234,140936008,525,0,0
S,35235,140940008,530,0,0
S,35236,140944008,535,0,0
S,35237,140948008,541,0,0
S,35238,140952008,546,0,0
S,35239,140956008,551,0,0
S,35240,140960008,556,0,0
S,35241,140964008,562,0,0
S,35242,140968008,567,0,0
S,35243,140972008,572,0,0
S,35244,140976008,577,0,0
